"","school","program","schoolname","sssdistrict","ssslong","ssslat","quality","cutoff","size","selectivity_cutoff","selectivity_quality"
"539","21302","General Arts","OFORI PANIN SENIOR HIGH. SCH, KUKURANTUMI","East Akim (Kibi)",-0.454344213,6.178557873,364.515555555556,348,225,"10","10"
"540","21302","General Science","OFORI PANIN SENIOR HIGH. SCH, KUKURANTUMI","East Akim (Kibi)",-0.454344213,6.178557873,366.766666666667,347,90,"10","10"
"541","21302","Home Economics","OFORI PANIN SENIOR HIGH. SCH, KUKURANTUMI","East Akim (Kibi)",-0.454344213,6.178557873,349.4,330,45,"9","9"
"542","21302","Visual Arts","OFORI PANIN SENIOR HIGH. SCH, KUKURANTUMI","East Akim (Kibi)",-0.454344213,6.178557873,352.488888888889,336,45,"10","9"
"543","21303","Agriculture","ABUAKWA STATE COLLEGE, KIBI","East Akim (Kibi)",-0.454344213,6.178557873,331.555555555556,312,36,"9","9"
"544","21303","Business","ABUAKWA STATE COLLEGE, KIBI","East Akim (Kibi)",-0.454344213,6.178557873,337.56862745098,316,153,"9","9"
"545","21303","General Arts","ABUAKWA STATE COLLEGE, KIBI","East Akim (Kibi)",-0.454344213,6.178557873,350.302469135802,332,162,"9","9"
"546","21303","General Science","ABUAKWA STATE COLLEGE, KIBI","East Akim (Kibi)",-0.454344213,6.178557873,360.162162162162,343,37,"10","10"
"547","21303","Home Economics","ABUAKWA STATE COLLEGE, KIBI","East Akim (Kibi)",-0.454344213,6.178557873,335.472222222222,313,36,"9","9"
"548","21303","Visual Arts","ABUAKWA STATE COLLEGE, KIBI","East Akim (Kibi)",-0.454344213,6.178557873,338.078947368421,321,38,"9","9"
"549","21304","General Arts","ST.STEPHEN'S PRESBY SENIOR HIGH./TECH SCH, ASIAKWA","East Akim (Kibi)",-0.454344213,6.178557873,246.072727272727,210,110,"2","3"
"550","21304","Home Economics","ST.STEPHEN'S PRESBY SENIOR HIGH./TECH SCH, ASIAKWA","East Akim (Kibi)",-0.454344213,6.178557873,241.037037037037,206,27,"1","2"
"551","21304","Technical","ST.STEPHEN'S PRESBY SENIOR HIGH./TECH SCH, ASIAKWA","East Akim (Kibi)",-0.454344213,6.178557873,246.888888888889,211,18,"2","3"
"552","21304","Visual Arts","ST.STEPHEN'S PRESBY SENIOR HIGH./TECH SCH, ASIAKWA","East Akim (Kibi)",-0.454344213,6.178557873,293.333333333333,255,3,"6","7"
"553","21305","Business","KIBI SENIOR HIGH. / TECH. SCH, KIBI","East Akim (Kibi)",-0.454344213,6.178557873,266.455555555556,206,90,"1","5"
"554","21305","General Arts","KIBI SENIOR HIGH. / TECH. SCH, KIBI","East Akim (Kibi)",-0.454344213,6.178557873,290.744444444444,265,90,"7","7"
"555","21305","Home Economics","KIBI SENIOR HIGH. / TECH. SCH, KIBI","East Akim (Kibi)",-0.454344213,6.178557873,258.022727272727,230,44,"5","4"
"556","21305","Technical","KIBI SENIOR HIGH. / TECH. SCH, KIBI","East Akim (Kibi)",-0.454344213,6.178557873,284.744444444444,260,90,"7","7"
"557","21305","Visual Arts","KIBI SENIOR HIGH. / TECH. SCH, KIBI","East Akim (Kibi)",-0.454344213,6.178557873,270.733333333333,243,45,"6","6"
"558","21306","Business","AKIM ASAFO SENIOR HIGH. SCH, AKIM ASAFO","East Akim (Kibi)",-0.454344213,6.178557873,261.708333333333,226,24,"4","5"
"559","21306","General Arts","AKIM ASAFO SENIOR HIGH. SCH, AKIM ASAFO","East Akim (Kibi)",-0.454344213,6.178557873,251.333333333333,208,57,"2","3"
"560","21306","Home Economics","AKIM ASAFO SENIOR HIGH. SCH, AKIM ASAFO","East Akim (Kibi)",-0.454344213,6.178557873,313,313,1,"9","8"
"561","21306","Visual Arts","AKIM ASAFO SENIOR HIGH. SCH, AKIM ASAFO","East Akim (Kibi)",-0.454344213,6.178557873,246.333333333333,208,24,"2","3"
"562","21307","Agriculture","KWABENG ANG. SENIOR HIGH/TECHNICAL SCH, KWABENG","East Akim (Kibi)",-0.454344213,6.178557873,258.444444444444,216,9,"3","4"
"563","21307","General Arts","KWABENG ANG. SENIOR HIGH/TECHNICAL SCH, KWABENG","East Akim (Kibi)",-0.454344213,6.178557873,251.25,206,68,"1","3"
"564","21307","Home Economics","KWABENG ANG. SENIOR HIGH/TECHNICAL SCH, KWABENG","East Akim (Kibi)",-0.454344213,6.178557873,237.904761904762,201,21,"1","2"
"565","21307","Technical","KWABENG ANG. SENIOR HIGH/TECHNICAL SCH, KWABENG","East Akim (Kibi)",-0.454344213,6.178557873,250.416666666667,220,12,"4","3"
"566","21307","Visual Arts","KWABENG ANG. SENIOR HIGH/TECHNICAL SCH, KWABENG","East Akim (Kibi)",-0.454344213,6.178557873,249,211,11,"2","3"
"567","21401","Business","YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA","Yilo Krobo (Somanya)",-0.18159321,6.186355114,281.184615384615,255,130,"6","6"
"568","21401","General Arts","YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA","Yilo Krobo (Somanya)",-0.18159321,6.186355114,280.68,259,100,"7","6"
"569","21401","General Science","YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA","Yilo Krobo (Somanya)",-0.18159321,6.186355114,281.066666666667,242,45,"6","6"
"570","21401","Home Economics","YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA","Yilo Krobo (Somanya)",-0.18159321,6.186355114,250.142857142857,229,49,"5","3"
"571","21401","Visual Arts","YILO KROBO SENIOR HIGH./COMM SCH, SOMANYA","Yilo Krobo (Somanya)",-0.18159321,6.186355114,259.54,231,50,"5","5"
"572","21402","Agriculture","KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO","Yilo Krobo (Somanya)",-0.18159321,6.186355114,230.333333333333,205,24,"1","1"
"573","21402","Business","KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO","Yilo Krobo (Somanya)",-0.18159321,6.186355114,232.066666666667,207,15,"1","1"
"574","21402","General Arts","KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO","Yilo Krobo (Somanya)",-0.18159321,6.186355114,237.7,203,40,"1","1"
"575","21402","Home Economics","KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO","Yilo Krobo (Somanya)",-0.18159321,6.186355114,233.636363636364,207,11,"1","1"
"576","21402","Visual Arts","KLO-AGOGO SENIOR HIGH SCH, KLO-AGOGO","Yilo Krobo (Somanya)",-0.18159321,6.186355114,229.583333333333,207,12,"1","1"
"577","21501","Business","KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,368.333333333333,350,45,"10","10"
"578","21501","General Arts","KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,359.849162011173,335,179,"9","10"
"579","21501","General Science","KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,366.4,337,45,"10","10"
"580","21501","Home Economics","KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,362.475,345,40,"10","10"
"581","21501","Visual Arts","KROBO GIRLS SENIOR HIGH SCHOOL, ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,340.461538461538,310,39,"9","9"
"582","21502","Agriculture","MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,270.18,240,50,"5","6"
"583","21502","Business","MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,292.22,271,50,"7","7"
"584","21502","General Arts","MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,301.22,279,100,"8","8"
"585","21502","General Science","MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,305.76,281,50,"8","8"
"586","21502","Home Economics","MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,267.08,243,50,"6","5"
"587","21502","Visual Arts","MANYA KROBO SENIOR HIGH, SCHOOL, NEW NUASO","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,268.7,238,50,"5","6"
"588","21503","Agriculture","ASESEWA SENIOR HIGH SCH., ASESEWA","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,242.521739130435,212,23,"2","2"
"589","21503","Business","ASESEWA SENIOR HIGH SCH., ASESEWA","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,244.707692307692,199,65,"1","2"
"590","21503","General Arts","ASESEWA SENIOR HIGH SCH., ASESEWA","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,249.45,195,100,"1","3"
"591","21503","General Science","ASESEWA SENIOR HIGH SCH., ASESEWA","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,262.117647058824,210,34,"2","5"
"592","21503","Home Economics","ASESEWA SENIOR HIGH SCH., ASESEWA","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,236.82,190,50,"1","1"
"593","21504","Agriculture","AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,246.3,210,50,"2","3"
"594","21504","Business","AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,249.98,207,100,"1","3"
"595","21504","General Arts","AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,244.778523489933,203,149,"1","2"
"596","21504","Home Economics","AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,231.12,199,50,"1","1"
"597","21504","Technical","AKUSE METHODIST SENIOR HIGH./TECH., AKUSE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,268.5,249,4,"6","6"
"598","21505","Agriculture","AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,239.673684210526,199,95,"1","2"
"599","21505","Home Economics","AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,235.47619047619,206,42,"1","1"
"600","21505","Technical","AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,239.877777777778,207,90,"1","2"
"601","21505","Visual Arts","AKRO SENIOR HIGH TECHNICAL SCH., ODUMASE","Manya Krobo (Odumase-Krobo)",-0.127511591,6.414916515,240.216216216216,204,74,"1","2"
"602","21601","Agriculture","S.D.A. SENIOR HIGH SCHOOL, AKIM SEKYERE","Atiwa (Kwabeng)",-0.675171912,6.32678175,257.233333333333,216,30,"3","4"
"603","21601","Business","S.D.A. SENIOR HIGH SCHOOL, AKIM SEKYERE","Atiwa (Kwabeng)",-0.675171912,6.32678175,263.684210526316,213,57,"3","5"
"604","21601","General Arts","S.D.A. SENIOR HIGH SCHOOL, AKIM SEKYERE","Atiwa (Kwabeng)",-0.675171912,6.32678175,261.848739495798,210,119,"2","5"
"605","30101","Agriculture","ST. AUGUSTINE'S COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,375.925,356,40,"10","10"
"606","30101","Business","ST. AUGUSTINE'S COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,400.441666666667,378,120,"10","10"
"607","30101","General Arts","ST. AUGUSTINE'S COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,392.375,376,80,"10","10"
"608","30101","General Science","ST. AUGUSTINE'S COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,400.11875,374,160,"10","10"
"609","30102","Business","ADISADEL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,392.075,369,120,"10","10"
"610","30102","General Arts","ADISADEL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,386.316666666667,361,120,"10","10"
"611","30102","General Science","ADISADEL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,400.158333333333,376,120,"10","10"
"612","30102","Visual Arts","ADISADEL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,380.625,362,40,"10","10"
"613","30103","Business","HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,428,412,40,"10","10"
"614","30103","General Arts","HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,424.042857142857,411,70,"10","10"
"615","30103","General Science","HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,429.628571428571,417,70,"10","10"
"616","30103","Home Economics","HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,409.45,400,20,"10","10"
"617","30103","Visual Arts","HOLY CHILD SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,405.2,393,20,"10","10"
"618","30104","General Arts","MFANTSIPIM SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,399.321428571429,373,140,"10","10"
"619","30104","General Science","MFANTSIPIM SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,424.243243243243,406,185,"10","10"
"620","30104","Technical","MFANTSIPIM SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,396.933333333333,376,45,"10","10"
"621","30104","Visual Arts","MFANTSIPIM SENIOR HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,410.033333333333,392,30,"10","10"
"622","30105","Agriculture","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,315,290,29,"8","8"
"623","30105","Business","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,340.389830508475,317,59,"9","9"
"624","30105","General Arts","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,351.118644067797,334,59,"9","9"
"625","30105","General Science","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,343.673469387755,321,49,"9","9"
"626","30105","Home Economics","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,313.708333333333,292,48,"8","8"
"627","30105","Visual Arts","UNIVERSITY PRACTICE SENIOR HIGH. SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,320.22,300,50,"9","9"
"628","30106","Business","GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,384.731092436975,368,119,"10","10"
"629","30106","General Arts","GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,387.296610169492,374,118,"10","10"
"630","30106","General Science","GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,387.20253164557,373,79,"10","10"
"631","30106","Home Economics","GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,367.820512820513,350,39,"10","10"
"632","30106","Visual Arts","GHANA NATIONAL COLLEGE, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,372.538461538462,359,39,"10","10"
"633","30107","Business","WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,434.533333333333,424,45,"10","10"
"634","30107","General Arts","WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,429.04,417,125,"10","10"
"635","30107","General Science","WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,444.976923076923,433,130,"10","10"
"636","30107","Home Economics","WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,416.8,403,40,"10","10"
"637","30107","Visual Arts","WESLEY GIRLS HIGH SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,411.725,394,40,"10","10"
"638","30108","Agriculture","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,248.725,202,40,"1","3"
"639","30108","Business","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,261.4,210,80,"2","5"
"640","30108","General Arts","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,270.670886075949,234,79,"5","6"
"641","30108","Home Economics","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,240.74358974359,214,39,"3","2"
"642","30108","Technical","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,285.55,261,40,"7","7"
"643","30108","Visual Arts","OGUAA SENIOR HIGH/TECHNICAL SCHOOL, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,325,325,1,"9","9"
"644","30109","Business","ACADEMY OF CHRIST THE KING, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,293.628571428571,262,70,"7","7"
"645","30109","General Arts","ACADEMY OF CHRIST THE KING, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,305.277777777778,280,108,"8","8"
"646","30109","Home Economics","ACADEMY OF CHRIST THE KING, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,299.518518518519,283,27,"8","8"
"647","30109","Visual Arts","ACADEMY OF CHRIST THE KING, CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,285.72972972973,261,37,"7","7"
"648","30110","Business","EFFUTU SENIOR HIGH/TECH., CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,258.375,202,80,"1","4"
"649","30110","General Arts","EFFUTU SENIOR HIGH/TECH., CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,263.744444444444,240,90,"5","5"
"650","30110","Home Economics","EFFUTU SENIOR HIGH/TECH., CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,260.44,244,25,"6","5"
"651","30110","Technical","EFFUTU SENIOR HIGH/TECH., CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,255.375,218,40,"3","4"
"652","30110","Visual Arts","EFFUTU SENIOR HIGH/TECH., CAPE COAST","Cape Coast Municipal",-1.306593895,5.153656006,245.825,224,40,"4","3"
"653","30201","Business","EDINAMAN SENIOR HIGH. SCHOOL, ELMINA","Edina/Komenda/Eguafo",-1.437419772,5.140793324,294.98,269,50,"7","7"
"654","30201","General Arts","EDINAMAN SENIOR HIGH. SCHOOL, ELMINA","Edina/Komenda/Eguafo",-1.437419772,5.140793324,293.85,266,100,"7","7"
"655","30201","General Science","EDINAMAN SENIOR HIGH. SCHOOL, ELMINA","Edina/Komenda/Eguafo",-1.437419772,5.140793324,302.74,271,50,"7","8"
"656","30201","Home Economics","EDINAMAN SENIOR HIGH. SCHOOL, ELMINA","Edina/Komenda/Eguafo",-1.437419772,5.140793324,271.34,247,50,"6","6"
"657","30201","Visual Arts","EDINAMAN SENIOR HIGH. SCHOOL, ELMINA","Edina/Komenda/Eguafo",-1.437419772,5.140793324,257,230,50,"5","4"
"658","30202","Agriculture","EGUAFO-ABREM SENIOR SENIOR HIGH. SCH., AGONA ABIREM","Edina/Komenda/Eguafo",-1.437419772,5.140793324,241.862068965517,213,29,"3","2"
"659","30202","Business","EGUAFO-ABREM SENIOR SENIOR HIGH. SCH., AGONA ABIREM","Edina/Komenda/Eguafo",-1.437419772,5.140793324,244.555555555556,215,36,"3","2"
"660","30202","General Arts","EGUAFO-ABREM SENIOR SENIOR HIGH. SCH., AGONA ABIREM","Edina/Komenda/Eguafo",-1.437419772,5.140793324,238.336363636364,210,110,"2","2"
"661","30203","Agriculture","KOMENDA SENIOR HIGH./TECH. SCHOOL, KOMENDA","Edina/Komenda/Eguafo",-1.437419772,5.140793324,256.057142857143,216,35,"3","4"
"662","30203","Business","KOMENDA SENIOR HIGH./TECH. SCHOOL, KOMENDA","Edina/Komenda/Eguafo",-1.437419772,5.140793324,247.625,223,40,"4","3"
"663","30203","Home Economics","KOMENDA SENIOR HIGH./TECH. SCHOOL, KOMENDA","Edina/Komenda/Eguafo",-1.437419772,5.140793324,241.74358974359,210,39,"2","2"
"664","30203","Technical","KOMENDA SENIOR HIGH./TECH. SCHOOL, KOMENDA","Edina/Komenda/Eguafo",-1.437419772,5.140793324,243.235294117647,207,34,"1","2"
"665","30203","Visual Arts","KOMENDA SENIOR HIGH./TECH. SCHOOL, KOMENDA","Edina/Komenda/Eguafo",-1.437419772,5.140793324,236.2,204,30,"1","1"
"666","30301","Agriculture","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND","Mfantsiman (Saltpond)",-1.006453395,5.201528072,365.975,332,40,"9","10"
"667","30301","Business","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND","Mfantsiman (Saltpond)",-1.006453395,5.201528072,394.865168539326,378,89,"10","10"
"668","30301","General Arts","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND","Mfantsiman (Saltpond)",-1.006453395,5.201528072,401.795454545455,388,88,"10","10"
"669","30301","General Science","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND","Mfantsiman (Saltpond)",-1.006453395,5.201528072,406.077777777778,385,90,"10","10"
"670","30301","Home Economics","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND","Mfantsiman (Saltpond)",-1.006453395,5.201528072,363,342,90,"10","10"
"671","30301","Visual Arts","MFANTSIMAN GIRLS SENIOR HIGH. SCH, SALTPOND","Mfantsiman (Saltpond)",-1.006453395,5.201528072,354.877777777778,315,90,"9","10"
"672","30302","Business","EKUMFI T.I. AHMADIYYA SENIOR HIGH. SCH, ESAKYIR","Mfantsiman (Saltpond)",-1.006453395,5.201528072,251.627906976744,210,43,"2","3"
"673","30302","General Arts","EKUMFI T.I. AHMADIYYA SENIOR HIGH. SCH, ESAKYIR","Mfantsiman (Saltpond)",-1.006453395,5.201528072,281.6375,251,80,"6","7"
"674","30302","General Science","EKUMFI T.I. AHMADIYYA SENIOR HIGH. SCH, ESAKYIR","Mfantsiman (Saltpond)",-1.006453395,5.201528072,258.533333333333,232,15,"5","4"
"675","30302","Home Economics","EKUMFI T.I. AHMADIYYA SENIOR HIGH. SCH, ESAKYIR","Mfantsiman (Saltpond)",-1.006453395,5.201528072,262.32,242,25,"6","5"
"676","30302","Technical","EKUMFI T.I. AHMADIYYA SENIOR HIGH. SCH, ESAKYIR","Mfantsiman (Saltpond)",-1.006453395,5.201528072,276.6,245,25,"6","6"
"677","30303","Agriculture","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM","Mfantsiman (Saltpond)",-1.006453395,5.201528072,267.65306122449,246,49,"6","5"
"678","30303","Business","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM","Mfantsiman (Saltpond)",-1.006453395,5.201528072,272.34,253,50,"6","6"
"679","30303","General Arts","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM","Mfantsiman (Saltpond)",-1.006453395,5.201528072,282.4,256,100,"6","7"
"680","30303","Home Economics","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM","Mfantsiman (Saltpond)",-1.006453395,5.201528072,262.612244897959,238,49,"5","5"
"681","30303","Technical","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM","Mfantsiman (Saltpond)",-1.006453395,5.201528072,278.32,243,50,"6","6"
"682","30303","Visual Arts","MANKESIM SENIOR HIGH TECH. SCH., MANKESIM","Mfantsiman (Saltpond)",-1.006453395,5.201528072,261.58,231,50,"5","5"
"683","30304","Business","METHODIST HIGH SCHOOL, SALTPOND","Mfantsiman (Saltpond)",-1.006453395,5.201528072,303.383838383838,280,99,"8","8"
"684","30304","General Arts","METHODIST HIGH SCHOOL, SALTPOND","Mfantsiman (Saltpond)",-1.006453395,5.201528072,316.63,293,100,"8","8"
"685","30304","Home Economics","METHODIST HIGH SCHOOL, SALTPOND","Mfantsiman (Saltpond)",-1.006453395,5.201528072,292.24,272,50,"7","7"
"686","30304","Visual Arts","METHODIST HIGH SCHOOL, SALTPOND","Mfantsiman (Saltpond)",-1.006453395,5.201528072,280.18,257,50,"7","6"
"687","30305","Business","KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO","Mfantsiman (Saltpond)",-1.006453395,5.201528072,256.688888888889,206,90,"1","4"
"688","30305","General Arts","KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO","Mfantsiman (Saltpond)",-1.006453395,5.201528072,271.966666666667,242,90,"6","6"
"689","30305","Home Economics","KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO","Mfantsiman (Saltpond)",-1.006453395,5.201528072,240.755555555556,207,45,"1","2"
"690","30305","Technical","KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO","Mfantsiman (Saltpond)",-1.006453395,5.201528072,238.36,208,25,"2","2"
"691","30305","Visual Arts","KWAGYIR AGGREY SENIOR HIGH.TECH SCHOOL, ANOMABO","Mfantsiman (Saltpond)",-1.006453395,5.201528072,241.711111111111,207,45,"1","2"
"692","30401","Agriculture","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.197088361,5.130000591,350.75,335,40,"9","9"
"693","30401","Business","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.197088361,5.130000591,369.084967320261,353,153,"10","10"
"694","30401","General Arts","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.197088361,5.130000591,373.089655172414,360,145,"10","10"
"695","30401","General Science","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.197088361,5.130000591,378.430379746835,363,79,"10","10"
"696","30401","Home Economics","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.197088361,5.130000591,358.282051282051,342,39,"10","10"
"697","30401","Visual Arts","AGGREY MEMORIAL A.M.E. ZION SENIOR HIGH. SCH., CAPE COAST","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.197088361,5.130000591,357.975,344,40,"10","10"
"698","30402","Agriculture","ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.197088361,5.130000591,220,220,1,"4","1"
"699","30402","Business","ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA","Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.197088361,5.130000591,255.473333333333,207,150,"1","4"
