"","school","program","schoolname","sssdistrict","ssslong","ssslat","quality","cutoff","size","selectivity_cutoff","selectivity_quality"
"1936","71201","Visual Arts","KADJEBI-ASATO SENIOR HIGH. SCHOOL, KADJEBI-ASATO","Kadjebi",0.496497512,7.721589088,249.242424242424,210,33,"2","3"
"1937","71202","Agriculture","DODI-PAPASE COMM. SENIOR HIGH. SCHOOL, DODI-PAPASE","Kadjebi",0.496497512,7.721589088,242,220,9,"4","2"
"1938","71202","Business","DODI-PAPASE COMM. SENIOR HIGH. SCHOOL, DODI-PAPASE","Kadjebi",0.496497512,7.721589088,235.857142857143,225,7,"4","1"
"1939","71202","General Arts","DODI-PAPASE COMM. SENIOR HIGH. SCHOOL, DODI-PAPASE","Kadjebi",0.496497512,7.721589088,261.321428571429,211,28,"2","5"
"1940","71202","Home Economics","DODI-PAPASE COMM. SENIOR HIGH. SCHOOL, DODI-PAPASE","Kadjebi",0.496497512,7.721589088,256.75,228,4,"5","4"
"1941","71202","Technical","DODI-PAPASE COMM. SENIOR HIGH. SCHOOL, DODI-PAPASE","Kadjebi",0.496497512,7.721589088,228,228,1,"5","1"
"1942","80101","Agriculture","TAMALE SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,312.25,290,100,"8","8"
"1943","80101","Business","TAMALE SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,333.56,308,100,"9","9"
"1944","80101","General Arts","TAMALE SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,347.5,331,100,"9","9"
"1945","80101","General Science","TAMALE SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,359.6,339,100,"10","10"
"1946","80101","Home Economics","TAMALE SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,306.98,286,50,"8","8"
"1947","80101","Technical","TAMALE SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,277.04,237,50,"5","6"
"1948","80101","Visual Arts","TAMALE SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,297.44,269,50,"7","7"
"1949","80102","Agriculture","GHANA SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,297.8,276,100,"8","7"
"1950","80102","Business","GHANA SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,307.633333333333,286,150,"8","8"
"1951","80102","General Arts","GHANA SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,327,310,149,"9","9"
"1952","80102","General Science","GHANA SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,326.52,306,100,"9","9"
"1953","80102","Home Economics","GHANA SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,288.64,262,100,"7","7"
"1954","80103","Business","NORTHERN SCH OF BUSINESS, TAMALE","Tamale",-0.784348249,9.383351326,282.375,263,360,"7","7"
"1955","80103","Home Economics","NORTHERN SCH OF BUSINESS, TAMALE","Tamale",-0.784348249,9.383351326,277.5,261,60,"7","6"
"1956","80104","Business","BUSINESS SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,289.56,269,300,"7","7"
"1957","80104","General Arts","BUSINESS SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,294.841666666667,277,120,"8","7"
"1958","80104","Home Economics","BUSINESS SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,283.2,262,60,"7","7"
"1959","80105","Agriculture","KALPOHIN SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,275.322222222222,256,90,"6","6"
"1960","80105","Business","KALPOHIN SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,263.488888888889,247,90,"6","5"
"1961","80105","Home Economics","KALPOHIN SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,268.977777777778,254,45,"6","6"
"1962","80105","Visual Arts","KALPOHIN SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,256.911111111111,239,45,"5","4"
"1963","80106","Agriculture","VITTING SENIOR HIGH/TECHNICAL SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,248.84,231,50,"5","3"
"1964","80106","General Arts","VITTING SENIOR HIGH/TECHNICAL SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,266.78,249,50,"6","5"
"1965","80106","Home Economics","VITTING SENIOR HIGH/TECHNICAL SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,246.9,231,50,"5","3"
"1966","80106","Technical","VITTING SENIOR HIGH/TECHNICAL SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,243.788888888889,208,90,"2","2"
"1967","80106","Visual Arts","VITTING SENIOR HIGH/TECHNICAL SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,241.4,221,50,"4","2"
"1968","80107","Agriculture","ST. CHARLES SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,269.180555555556,208,72,"2","6"
"1969","80107","General Arts","ST. CHARLES SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,324.32,297,100,"8","9"
"1970","80107","General Science","ST. CHARLES SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,354.1375,326,80,"9","10"
"1971","80108","Agriculture","ISLAMIC SCIENCE SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,260.877777777778,241,90,"6","5"
"1972","80108","General Science","ISLAMIC SCIENCE SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,280.711111111111,253,90,"6","6"
"1973","80108","Home Economics","ISLAMIC SCIENCE SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,256.588888888889,239,90,"5","4"
"1974","80109","Business","TAMALE GIRLS SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,248.115384615385,200,104,"1","3"
"1975","80109","General Arts","TAMALE GIRLS SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,260.03,224,200,"4","5"
"1976","80109","General Science","TAMALE GIRLS SENIOR HIGH. SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,259.048780487805,216,41,"3","5"
"1977","80110","Business","PRESBY SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,237.883720930233,209,43,"2","2"
"1978","80110","General Arts","PRESBY SENIOR HIGH SCHOOL, TAMALE","Tamale",-0.784348249,9.383351326,252.148148148148,210,54,"2","4"
"1979","80201","Agriculture","DAMANGO SENIOR HIGH SCHOOL, DAMANGO","West Gonja (Damongo)",-1.700405836,9.505651474,248.05,226,100,"4","3"
"1980","80201","Business","DAMANGO SENIOR HIGH SCHOOL, DAMANGO","West Gonja (Damongo)",-1.700405836,9.505651474,240.842696629213,198,178,"1","2"
"1981","80201","General Arts","DAMANGO SENIOR HIGH SCHOOL, DAMANGO","West Gonja (Damongo)",-1.700405836,9.505651474,267.794444444444,244,180,"6","5"
"1982","80201","General Science","DAMANGO SENIOR HIGH SCHOOL, DAMANGO","West Gonja (Damongo)",-1.700405836,9.505651474,271.86,236,50,"5","6"
"1983","80201","Home Economics","DAMANGO SENIOR HIGH SCHOOL, DAMANGO","West Gonja (Damongo)",-1.700405836,9.505651474,241.538461538462,204,39,"1","2"
"1984","80202","Agriculture","NDEWURA JAKPA SENIOR HIGH/TECHNICAL SCHOOL, DAMONGO","West Gonja (Damongo)",-1.700405836,9.505651474,228.7,206,50,"1","1"
"1985","80202","Home Economics","NDEWURA JAKPA SENIOR HIGH/TECHNICAL SCHOOL, DAMONGO","West Gonja (Damongo)",-1.700405836,9.505651474,230.75,218,8,"3","1"
"1986","80202","Technical","NDEWURA JAKPA SENIOR HIGH/TECHNICAL SCHOOL, DAMONGO","West Gonja (Damongo)",-1.700405836,9.505651474,238.333333333333,218,6,"3","2"
"1987","80202","Visual Arts","NDEWURA JAKPA SENIOR HIGH/TECHNICAL SCHOOL, DAMONGO","West Gonja (Damongo)",-1.700405836,9.505651474,238.4,215,5,"3","2"
"1988","80301","Agriculture","SALAGA SENIOR HIGH SCHOOL, SALAGA","East Gonja (Salaga)",-0.5339396,8.729157448,268.7,239,50,"5","6"
"1989","80301","Business","SALAGA SENIOR HIGH SCHOOL, SALAGA","East Gonja (Salaga)",-0.5339396,8.729157448,249.88,224,100,"4","3"
"1990","80301","General Arts","SALAGA SENIOR HIGH SCHOOL, SALAGA","East Gonja (Salaga)",-0.5339396,8.729157448,283.05,256,100,"6","7"
"1991","80301","General Science","SALAGA SENIOR HIGH SCHOOL, SALAGA","East Gonja (Salaga)",-0.5339396,8.729157448,270.22,241,50,"6","6"
"1992","80302","Agriculture","KPANDAI SENIOR HIGH SCHOOL, KPANDAI","East Gonja (Salaga)",-0.5339396,8.729157448,263.725,231,40,"5","5"
"1993","80302","Business","KPANDAI SENIOR HIGH SCHOOL, KPANDAI","East Gonja (Salaga)",-0.5339396,8.729157448,247.634615384615,204,52,"1","3"
"1994","80302","General Arts","KPANDAI SENIOR HIGH SCHOOL, KPANDAI","East Gonja (Salaga)",-0.5339396,8.729157448,260.091666666667,218,120,"3","5"
"1995","80302","Home Economics","KPANDAI SENIOR HIGH SCHOOL, KPANDAI","East Gonja (Salaga)",-0.5339396,8.729157448,222,213,5,"3","1"
"1996","80303","Business","SALAGA T.I AHMD. SENIOR HIGH./COMM. SCH., SALAGA","East Gonja (Salaga)",-0.5339396,8.729157448,238.265306122449,203,98,"1","2"
"1997","80303","General Arts","SALAGA T.I AHMD. SENIOR HIGH./COMM. SCH., SALAGA","East Gonja (Salaga)",-0.5339396,8.729157448,249.6,224,130,"4","3"
"1998","80303","Home Economics","SALAGA T.I AHMD. SENIOR HIGH./COMM. SCH., SALAGA","East Gonja (Salaga)",-0.5339396,8.729157448,229.788461538462,205,52,"1","1"
"1999","80401","Agriculture","BIMBILLA SENIOR HIGH SCHOOL, BIMBILLA","Nanumba North (Bimbilla)",-0.141764164,8.816774368,232.766666666667,218,30,"3","1"
"2000","80401","Business","BIMBILLA SENIOR HIGH SCHOOL, BIMBILLA","Nanumba North (Bimbilla)",-0.141764164,8.816774368,234.320512820513,197,78,"1","1"
"2001","80401","General Arts","BIMBILLA SENIOR HIGH SCHOOL, BIMBILLA","Nanumba North (Bimbilla)",-0.141764164,8.816774368,245.058333333333,223,120,"4","2"
"2002","80401","General Science","BIMBILLA SENIOR HIGH SCHOOL, BIMBILLA","Nanumba North (Bimbilla)",-0.141764164,8.816774368,238.611111111111,205,18,"1","2"
"2003","80402","Agriculture","WULENSI SENIOR HIGH SCHOOL, WULENSI","Nanumba North (Bimbilla)",-0.141764164,8.816774368,242.785714285714,209,14,"2","2"
"2004","80402","Business","WULENSI SENIOR HIGH SCHOOL, WULENSI","Nanumba North (Bimbilla)",-0.141764164,8.816774368,243,212,16,"2","2"
"2005","80402","General Arts","WULENSI SENIOR HIGH SCHOOL, WULENSI","Nanumba North (Bimbilla)",-0.141764164,8.816774368,228.563636363636,203,55,"1","1"
"2006","80501","Agriculture","NALERIGU SENIOR HIGH SCH., NALERIGU","East Mamprusi (Gambaga)",-0.414157361,10.47127342,256.507692307692,237,65,"5","4"
"2007","80501","Business","NALERIGU SENIOR HIGH SCH., NALERIGU","East Mamprusi (Gambaga)",-0.414157361,10.47127342,233.646153846154,198,130,"1","1"
"2008","80501","General Arts","NALERIGU SENIOR HIGH SCH., NALERIGU","East Mamprusi (Gambaga)",-0.414157361,10.47127342,254.853846153846,235,130,"5","4"
"2009","80501","General Science","NALERIGU SENIOR HIGH SCH., NALERIGU","East Mamprusi (Gambaga)",-0.414157361,10.47127342,262.584615384615,231,65,"5","5"
"2010","80501","Home Economics","NALERIGU SENIOR HIGH SCH., NALERIGU","East Mamprusi (Gambaga)",-0.414157361,10.47127342,234,206,64,"1","1"
"2011","80502","Agriculture","BUNKPURUGU SENIOR HIGH/TECHNICAL SCHOOL, BUNKPURUGU","East Mamprusi (Gambaga)",-0.414157361,10.47127342,232.25,210,8,"2","1"
"2012","80502","General Arts","BUNKPURUGU SENIOR HIGH/TECHNICAL SCHOOL, BUNKPURUGU","East Mamprusi (Gambaga)",-0.414157361,10.47127342,216.8,196,5,"1","1"
"2013","80503","Business","NAKPANDURI BUSINESS SENIOR HIGH. SCH., NAKPANDURI","East Mamprusi (Gambaga)",-0.414157361,10.47127342,221.75,205,24,"1","1"
"2014","80503","General Arts","NAKPANDURI BUSINESS SENIOR HIGH. SCH., NAKPANDURI","East Mamprusi (Gambaga)",-0.414157361,10.47127342,227.5625,210,16,"2","1"
"2015","80601","General Arts","WALEWALE SENIOR HIGH/TECHNICAL SCH, WALEWALE","West Mamprusi (Walewale)",-1.117310524,10.33463287,245.41,226,100,"4","3"
"2016","80601","General Science","WALEWALE SENIOR HIGH/TECHNICAL SCH, WALEWALE","West Mamprusi (Walewale)",-1.117310524,10.33463287,231.02380952381,199,42,"1","1"
"2017","80601","Home Economics","WALEWALE SENIOR HIGH/TECHNICAL SCH, WALEWALE","West Mamprusi (Walewale)",-1.117310524,10.33463287,225.5,200,40,"1","1"
"2018","80601","Technical","WALEWALE SENIOR HIGH/TECHNICAL SCH, WALEWALE","West Mamprusi (Walewale)",-1.117310524,10.33463287,228.933333333333,200,15,"1","1"
"2019","80602","Agriculture","WULUGU SENIOR HIGH SCH, WULUGU","West Mamprusi (Walewale)",-1.117310524,10.33463287,219.428571428571,200,14,"1","1"
"2020","80602","General Arts","WULUGU SENIOR HIGH SCH, WULUGU","West Mamprusi (Walewale)",-1.117310524,10.33463287,219.6,212,10,"2","1"
"2021","80602","Home Economics","WULUGU SENIOR HIGH SCH, WULUGU","West Mamprusi (Walewale)",-1.117310524,10.33463287,225,225,1,"4","1"
"2022","80701","Agriculture","BOLE SENIOR HIGH SCHOOL, BOLE","Bole",-2.266675234,8.629695892,252.527777777778,230,36,"5","4"
"2023","80701","Business","BOLE SENIOR HIGH SCHOOL, BOLE","Bole",-2.266675234,8.629695892,241.880952380952,203,42,"1","2"
"2024","80701","General Arts","BOLE SENIOR HIGH SCHOOL, BOLE","Bole",-2.266675234,8.629695892,238.641975308642,196,162,"1","2"
"2025","80701","General Science","BOLE SENIOR HIGH SCHOOL, BOLE","Bole",-2.266675234,8.629695892,259.138888888889,220,36,"4","5"
"2026","80701","Home Economics","BOLE SENIOR HIGH SCHOOL, BOLE","Bole",-2.266675234,8.629695892,238.261904761905,220,42,"4","2"
"2027","80702","Agriculture","TUNA SENIOR HIGH./TECH. SCHOOL, TUNA","Bole",-2.266675234,8.629695892,234.5,188,24,"1","1"
"2028","80702","Home Economics","TUNA SENIOR HIGH./TECH. SCHOOL, TUNA","Bole",-2.266675234,8.629695892,220,205,6,"1","1"
"2029","80702","Technical","TUNA SENIOR HIGH./TECH. SCHOOL, TUNA","Bole",-2.266675234,8.629695892,237.25,202,8,"1","1"
"2030","80801","Business","YENDI SENIOR HIGH SCHOOL, YENDI","East Dagomba (Yendi)",-0.200845063,9.35213089,258.69,231,100,"5","5"
"2031","80801","General Arts","YENDI SENIOR HIGH SCHOOL, YENDI","East Dagomba (Yendi)",-0.200845063,9.35213089,268.91,246,200,"6","6"
"2032","80801","General Science","YENDI SENIOR HIGH SCHOOL, YENDI","East Dagomba (Yendi)",-0.200845063,9.35213089,251.8,224,50,"4","3"
"2033","80801","Home Economics","YENDI SENIOR HIGH SCHOOL, YENDI","East Dagomba (Yendi)",-0.200845063,9.35213089,234.242857142857,211,70,"2","1"
"2034","80802","Agriculture","DAGBON STATE SENIOR HIGH/TECHNICAL SCHOOL, YENDI","East Dagomba (Yendi)",-0.200845063,9.35213089,227.5,209,48,"2","1"
"2035","80802","Home Economics","DAGBON STATE SENIOR HIGH/TECHNICAL SCHOOL, YENDI","East Dagomba (Yendi)",-0.200845063,9.35213089,224,208,11,"2","1"
"2036","80802","Technical","DAGBON STATE SENIOR HIGH/TECHNICAL SCHOOL, YENDI","East Dagomba (Yendi)",-0.200845063,9.35213089,227.222222222222,210,9,"2","1"
"2037","80802","Visual Arts","DAGBON STATE SENIOR HIGH/TECHNICAL SCHOOL, YENDI","East Dagomba (Yendi)",-0.200845063,9.35213089,229.529411764706,209,17,"2","1"
"2038","80901","Agriculture","CHEREPONI SENIOR HIGH/TECHNICAL SCH, CHEREPONI","Saboba/Chereponi (Saboba)",0.166294068,9.916285515,227.666666666667,211,6,"2","1"
"2039","80901","General Arts","CHEREPONI SENIOR HIGH/TECHNICAL SCH, CHEREPONI","Saboba/Chereponi (Saboba)",0.166294068,9.916285515,221.333333333333,202,9,"1","1"
"2040","80902","Agriculture","SABOBA E.P SENIOR HIGH SCHOOL, SABOBA","Saboba/Chereponi (Saboba)",0.166294068,9.916285515,222.111111111111,197,27,"1","1"
"2041","80902","General Arts","SABOBA E.P SENIOR HIGH SCHOOL, SABOBA","Saboba/Chereponi (Saboba)",0.166294068,9.916285515,233.275,198,80,"1","1"
"2042","80902","General Science","SABOBA E.P SENIOR HIGH SCHOOL, SABOBA","Saboba/Chereponi (Saboba)",0.166294068,9.916285515,242.791666666667,198,24,"1","2"
"2043","80902","Home Economics","SABOBA E.P SENIOR HIGH SCHOOL, SABOBA","Saboba/Chereponi (Saboba)",0.166294068,9.916285515,219,214,3,"3","1"
"2044","81001","Agriculture","GUSHEGU SENIOR HIGH SCH, GUSHEGU","Saboba/Chereponi (Saboba)",0.166294068,9.916285515,230.25,208,8,"2","1"
"2045","81001","Business","GUSHEGU SENIOR HIGH SCH, GUSHEGU","Saboba/Chereponi (Saboba)",0.166294068,9.916285515,234.666666666667,208,6,"2","1"
"2046","81001","General Arts","GUSHEGU SENIOR HIGH SCH, GUSHEGU","Saboba/Chereponi (Saboba)",0.166294068,9.916285515,231.967741935484,202,31,"1","1"
"2047","81101","Agriculture","ZABZUGU SENIOR HIGH SCH, ZABZUGU","Zabzugu Tatale (Zabzugu)",0.371232808,9.139717102,229.4,204,10,"1","1"
"2048","81101","General Arts","ZABZUGU SENIOR HIGH SCH, ZABZUGU","Zabzugu Tatale (Zabzugu)",0.371232808,9.139717102,232.222222222222,203,36,"1","1"
"2049","81101","Home Economics","ZABZUGU SENIOR HIGH SCH, ZABZUGU","Zabzugu Tatale (Zabzugu)",0.371232808,9.139717102,231,217,5,"3","1"
"2050","81102","Agriculture","E. P. AGRIC SENIOR HIGH./TECH. SCHOOL, TATALE","Zabzugu Tatale (Zabzugu)",0.371232808,9.139717102,227.833333333333,208,6,"2","1"
"2051","81102","General Arts","E. P. AGRIC SENIOR HIGH./TECH. SCHOOL, TATALE","Zabzugu Tatale (Zabzugu)",0.371232808,9.139717102,235.133333333333,209,15,"2","1"
"2052","81102","Home Economics","E. P. AGRIC SENIOR HIGH./TECH. SCHOOL, TATALE","Zabzugu Tatale (Zabzugu)",0.371232808,9.139717102,222,222,1,"4","1"
"2053","81201","Business","TOLON SENIOR HIGH SCH, TOLON","West Mamprusi (Walewale)",-1.117310524,10.33463287,243.5,204,10,"1","2"
"2054","81201","General Arts","TOLON SENIOR HIGH SCH, TOLON","West Mamprusi (Walewale)",-1.117310524,10.33463287,244.8,213,30,"3","2"
"2055","81201","General Science","TOLON SENIOR HIGH SCH, TOLON","West Mamprusi (Walewale)",-1.117310524,10.33463287,245.5,230,4,"5","3"
"2056","81201","Home Economics","TOLON SENIOR HIGH SCH, TOLON","West Mamprusi (Walewale)",-1.117310524,10.33463287,239.333333333333,220,9,"4","2"
"2057","81202","Agriculture","KUMBUNGU SENIOR HIGH. SCH, KUMBUNGU","Savelugu/Nanton (Savelugu)",-0.815288663,9.811800957,235.407407407407,209,27,"2","1"
"2058","81202","General Arts","KUMBUNGU SENIOR HIGH. SCH, KUMBUNGU","Savelugu/Nanton (Savelugu)",-0.815288663,9.811800957,237.202702702703,207,74,"1","1"
"2059","81301","Business","SAVELUGU NANTON SENIOR HIGH. SCH, SAVELUGU","Savelugu/Nanton (Savelugu)",-0.815288663,9.811800957,233.6,209,50,"2","1"
"2060","81301","General Arts","SAVELUGU NANTON SENIOR HIGH. SCH, SAVELUGU","Savelugu/Nanton (Savelugu)",-0.815288663,9.811800957,231.958333333333,201,120,"1","1"
"2061","81301","General Science","SAVELUGU NANTON SENIOR HIGH. SCH, SAVELUGU","Savelugu/Nanton (Savelugu)",-0.815288663,9.811800957,237.304347826087,209,23,"2","1"
"2062","81301","Home Economics","SAVELUGU NANTON SENIOR HIGH. SCH, SAVELUGU","Savelugu/Nanton (Savelugu)",-0.815288663,9.811800957,228.26,207,50,"1","1"
"2063","81302","Agriculture","PONG-TAMALE SENIOR HIGH. SCH, PONG-TAMALE","Savelugu/Nanton (Savelugu)",-0.815288663,9.811800957,228.540540540541,199,37,"1","1"
"2064","81302","Business","PONG-TAMALE SENIOR HIGH. SCH, PONG-TAMALE","Savelugu/Nanton (Savelugu)",-0.815288663,9.811800957,231.606060606061,201,33,"1","1"
"2065","81302","General Arts","PONG-TAMALE SENIOR HIGH. SCH, PONG-TAMALE","Savelugu/Nanton (Savelugu)",-0.815288663,9.811800957,238.457142857143,203,70,"1","2"
"2066","81302","Visual Arts","PONG-TAMALE SENIOR HIGH. SCH, PONG-TAMALE","Savelugu/Nanton (Savelugu)",-0.815288663,9.811800957,228.454545454545,208,11,"2","1"
"2067","90101","Agriculture","BAWKU SENIOR HIGH. SCH, BAWKU","Bawku East (Bawku)",-0.18813774,11.03635216,279.2,263,90,"7","6"
"2068","90101","Business","BAWKU SENIOR HIGH. SCH, BAWKU","Bawku East (Bawku)",-0.18813774,11.03635216,268.722222222222,247,180,"6","6"
"2069","90101","General Arts","BAWKU SENIOR HIGH. SCH, BAWKU","Bawku East (Bawku)",-0.18813774,11.03635216,286.144444444444,269,180,"7","7"
"2070","90101","General Science","BAWKU SENIOR HIGH. SCH, BAWKU","Bawku East (Bawku)",-0.18813774,11.03635216,291.044444444444,272,45,"7","7"
"2071","90101","Home Economics","BAWKU SENIOR HIGH. SCH, BAWKU","Bawku East (Bawku)",-0.18813774,11.03635216,259.066666666667,240,45,"5","5"
"2072","90101","Visual Arts","BAWKU SENIOR HIGH. SCH, BAWKU","Bawku East (Bawku)",-0.18813774,11.03635216,252.377777777778,232,45,"5","4"
"2073","9010101","Auto Body Works","ACCRA TECH. TRG. CENTRE, KOKOMLEMLE","Accra Metropolitan",-0.197115257,5.607395649,324.25,298,20,"8","9"
"2074","9010101","Mech. Eng. Craft Pract.","ACCRA TECH. TRG. CENTRE, KOKOMLEMLE","Accra Metropolitan",-0.197115257,5.607395649,291.2,262,20,"7","7"
"2075","9010101","Plumbing & Gas Fitting","ACCRA TECH. TRG. CENTRE, KOKOMLEMLE","Accra Metropolitan",-0.197115257,5.607395649,247.846153846154,223,13,"4","3"
"2076","9010101","Small Eng. Repairs","ACCRA TECH. TRG. CENTRE, KOKOMLEMLE","Accra Metropolitan",-0.197115257,5.607395649,280.2,253,20,"6","6"
"2077","9010101","Welding & Fabrication","ACCRA TECH. TRG. CENTRE, KOKOMLEMLE","Accra Metropolitan",-0.197115257,5.607395649,303.15,273,20,"7","8"
"2078","9010102","Accounting","SACRED HEART TECH. INSTITUTE, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,255.105263157895,229,19,"5","4"
"2079","9010102","Carpentry & Joinery","SACRED HEART TECH. INSTITUTE, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,241.3,216,20,"3","2"
"2080","9010102","Fashion Design","SACRED HEART TECH. INSTITUTE, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,259.56,217,25,"3","5"
"2081","9010102","Hair Dressing","SACRED HEART TECH. INSTITUTE, ACCRA","Accra Metropolitan",-0.197115257,5.607395649,258.777777777778,209,9,"2","5"
"2082","90102","Agriculture","BAWKU SENIOR HIGH/TECHNICAL SCH, BAWKU","Bawku East (Bawku)",-0.18813774,11.03635216,239.422222222222,207,90,"1","2"
"2083","90102","Home Economics","BAWKU SENIOR HIGH/TECHNICAL SCH, BAWKU","Bawku East (Bawku)",-0.18813774,11.03635216,235.282051282051,207,39,"1","1"
"2084","90102","Technical","BAWKU SENIOR HIGH/TECHNICAL SCH, BAWKU","Bawku East (Bawku)",-0.18813774,11.03635216,238.522727272727,208,44,"2","2"
"2085","90102","Visual Arts","BAWKU SENIOR HIGH/TECHNICAL SCH, BAWKU","Bawku East (Bawku)",-0.18813774,11.03635216,238.827586206897,206,29,"1","2"
"2086","9010201","Block Laying & Concreting","TEMA TECH. INST.","Tema",-0.050088216,5.69031477,270.5,248,2,"6","6"
"2087","9010201","Carpentry & Joinery","TEMA TECH. INST.","Tema",-0.050088216,5.69031477,257.058823529412,218,34,"3","4"
"2088","9010201","Electrical Installation Works","TEMA TECH. INST.","Tema",-0.050088216,5.69031477,307.218181818182,275,55,"7","8"
"2089","9010201","Industrial Mechanics","TEMA TECH. INST.","Tema",-0.050088216,5.69031477,252.142857142857,226,7,"4","4"
"2090","9010201","Mech. Eng. Craft Pract.","TEMA TECH. INST.","Tema",-0.050088216,5.69031477,290.090909090909,261,55,"7","7"
"2091","9010201","Motor Vehicle Mech.","TEMA TECH. INST.","Tema",-0.050088216,5.69031477,240.571428571429,210,7,"2","2"
"2092","9010201","Printing","TEMA TECH. INST.","Tema",-0.050088216,5.69031477,274.285714285714,225,7,"4","6"
"2093","9010201","Welding & Fabrication","TEMA TECH. INST.","Tema",-0.050088216,5.69031477,263.545454545455,227,55,"5","5"
"2094","90103","Agriculture","TEMPANE SNR SENIOR HIGH. SCH, TEMPANE","Bawku East (Bawku)",-0.18813774,11.03635216,236.690909090909,217,55,"3","1"
"2095","90103","Business","TEMPANE SNR SENIOR HIGH. SCH, TEMPANE","Bawku East (Bawku)",-0.18813774,11.03635216,238.236363636364,209,55,"2","2"
"2096","90103","General Arts","TEMPANE SNR SENIOR HIGH. SCH, TEMPANE","Bawku East (Bawku)",-0.18813774,11.03635216,251.381818181818,228,55,"5","3"
"2097","9010301","Accounting","ADA TECH. INSTITUTE, ADA","Ga West (Amasaman)",-0.397510529,5.664687634,255.056603773585,210,53,"2","4"
"2098","9010301","Block Laying & Concreting","ADA TECH. INSTITUTE, ADA","Ga West (Amasaman)",-0.397510529,5.664687634,237.266666666667,206,15,"1","1"
"2099","9010301","Carpentry & Joinery","ADA TECH. INSTITUTE, ADA","Ga West (Amasaman)",-0.397510529,5.664687634,241.0625,227,16,"5","2"
"2100","9010301","Electrical Installation Works","ADA TECH. INSTITUTE, ADA","Ga West (Amasaman)",-0.397510529,5.664687634,256.05,229,40,"5","4"
"2101","9010301","Fashion Design","ADA TECH. INSTITUTE, ADA","Ga West (Amasaman)",-0.397510529,5.664687634,246.111111111111,205,18,"1","3"
"2102","9010301","Secretarial","ADA TECH. INSTITUTE, ADA","Ga West (Amasaman)",-0.397510529,5.664687634,234.5,232,2,"5","1"
"2103","90201","General Arts","ZEBILLA SENIOR HIGH/TECHNICAL SCH, ZEBILLA","Bawku West (Zebilla)",-0.478857458,10.81852722,265.9375,252,80,"6","5"
"2104","90201","General Science","ZEBILLA SENIOR HIGH/TECHNICAL SCH, ZEBILLA","Bawku West (Zebilla)",-0.478857458,10.81852722,255.125,234,40,"5","4"
"2105","90201","Home Economics","ZEBILLA SENIOR HIGH/TECHNICAL SCH, ZEBILLA","Bawku West (Zebilla)",-0.478857458,10.81852722,235.8,209,45,"2","1"
"2106","90201","Technical","ZEBILLA SENIOR HIGH/TECHNICAL SCH, ZEBILLA","Bawku West (Zebilla)",-0.478857458,10.81852722,232.64,206,25,"1","1"
