,schoolname,schoolcode,sssdistrict,ssslong,ssslat
4306,,70702,Ketu,NA,NA
4307,"BOYS VOC. TRG. CENTRE, TAMALE         ",9080102,Tamale,-0.784348249,9.383351326
4308,,50205,Atwima Mponua,NA,NA
4309,,61001,Dormaa,NA,NA
4310,,90504,Kasena-Nankani,NA,NA
4311,,30303,Mfantsiman,NA,NA
4312,,9021201,FANTEAKWA,NA,NA
4313,,9010101,Accra Metro,NA,NA
4314,"KPANDO TECH. INST., KPANDO",9070601,Kpando,0.267385125,6.89685154
4315,,100107,Wa East,NA,NA
4316,,30502,Gomoa,NA,NA
4317,,9070501,Keta,NA,NA
4318,,60703,Techiman Municipal,NA,NA
4319,"971002 - EP TRADES TRG. CENTRE, ALAVANYO         ",9071002,Ketu (Denu),1.032708645,6.111227512
4320,,21505,Manya Krobo,NA,NA
4321,DANSOMAN SENIOR HIGH SCHOOL,10138,Accra Metropolitan,-0.197115257,5.607395649
4322,,10507,,NA,NA
4323,,20303,Akwapim South,NA,NA
4324,"621501 - KROBO GIRLS SECONDARY SCHOOL, ODUMASE  ",21501,Manya Krobo (Odumase-Krobo),-0.127511591,6.414916515
4325,,20109,New Juaben,NA,NA
4326,,20401,Akwapim North,NA,NA
4327,,9080901,Saboba/ Chereponi,NA,NA
4328,,10110,Accra Metro,NA,NA
4329,,61004,Dormaa,NA,NA
4330,,51004,Asante Akim North,NA,NA
4331,"ST. PETER'S GIRLS VOC. INST., KUMASI",9050105,Kumasi Metro,-1.597187161,6.682059765
4332,"ADVENTIST SEC. TECH., TECHIMAN          ",9060701,Berekum,-2.631743908,7.503564835
4333,620605 - 620605       ,20605,Birim South (Akim Oda),-0.969164491,5.864167213
4334,,40903,Tarkwa Nsuaem*,NA,NA
4335,,41001,Aowin Suaman,NA,NA
4336,,40112,Shama Ahanta East,NA,NA
4337,,90403,Talensi Nabdam,NA,NA
4338,,51401,Ahafo Ano North,NA,NA
4339,,20202,Suhum/Kraboa Coaltar,NA,NA
4340,,40906,Wassa West,NA,NA
4341,,50173,,NA,NA
4342,,10115,Accra Metro,NA,NA
4343,"ANGLICAN VOC. TECH. SCHOOL, TESHIE",9010117,Accra Metropolitan,-0.197115257,5.607395649
4344,,50502,Sekyere West,NA,NA
4345,,10219,,NA,NA
4346,,30108,Cape Coast,NA,NA
4347,,20404,Akwapim North,NA,NA
4348,,70701,Ketu,NA,NA
4349,,10402,Dangme West,NA,NA
4350,,9050102,Kumasi Metro,NA,NA
4351,,51804,Sekyere East,NA,NA
4352,,10157,,NA,NA
4353,,60601,Wenchi Municipal,NA,NA
4354,,30906,Agona Swedru,NA,NA
4355,,40108,Shama Ahanta East,NA,NA
4356,,20101,New Juaben,NA,NA
4357,,10506,Ga East,NA,NA
4358,,50501,Sekyere West,NA,NA
4359,910204 - SOS VOCATIONAL INST. TEMA     ,9010204,Tema,-0.050088216,5.69031477
4360,,30703,Ajumako/ Enyan/Esiam,NA,NA
4361,,10502,Ga East,NA,NA
4362,,20405,Akwapim North,NA,NA
4363,,10110,Accra Metro,NA,NA
4364,,10131,Accra Metro,NA,NA
4365,,30109,Cape Coast,NA,NA
4366,,10508,Ga East,NA,NA
4367,,21502,Manya Krobo,NA,NA
4368,ST. JOHN'S INTEGRATED SEC/TECH,90507,Kassena/Nankani (Navrongo),-1.217440963,10.90942287
4369,,70901,South Tongu,NA,NA
4370,,21006,Kwahu South,NA,NA
4371,"950101 - KUMASI TECH. INST., KUMASI             ",9050101,Kumasi Metro,-1.597187161,6.682059765
4372,"ASUKAWKAW SENIOR HIGH SCHOOL, ASUKAWKAW",70204,Kete Krachie,-0.089903578,8.053443909
4373,,20407,Akwapim North,NA,NA
4374,,60705,Techiman Municipal,NA,NA
4375,,50116,Kumasi Metro,NA,NA
4376,,50703,Kwabre,NA,NA
4377,,51002,Asante Akim North,NA,NA
4378,,51103,Asante Akim South,NA,NA
4379,,21201,Fanteakwa,NA,NA
4380,"TWENE AMANFO SENIOR HIGH/TECHNICAL SCHOOL, SUNYANI  ",60101,Sunyani,-2.327423334,7.344677925
4381,,9100101,Wa Municipal,NA,NA
4382,,9070501,Keta,NA,NA
4383,,50802,Offinso,NA,NA
4384,,10511,Ga East,NA,NA
4385,"TEMA INDUSTRIAL MISSON VTC, TEMA",9010202,Tema,-0.050088216,5.69031477
4386,,30106,Cape Coast,NA,NA
4387,"WA WOMEN'S TRG. CENTRE, WA",9100102,Wa Municipal,-2.285030365,10.03062153
4388,,21202,Fanteakwa,NA,NA
4389,,100303,Jirapa/ Lambussie,NA,NA
4390,,9010101,Accra Metro,NA,NA
4391,,51602,Bosomtwe/Atwima/ Kwanwoma,NA,NA
4392,,9050107,KUMASI METRO,NA,NA
4393,,10501,Ga West,NA,NA
4394,,50903,,NA,NA
4395,,10160,Ga East,NA,NA
4396,,21104,Kwaebibirem,NA,NA
4397,,60610,Tain,NA,NA
4398,,51201,Adansi North,NA,NA
4399,,40801,Juaboso,NA,NA
4400,,50307,Amansie East,NA,NA
4401,"NGLESHIE AMANFRO SENIOR HIGH. SCH., TORKUSE",10503,Ga West (Amasaman),-0.397510529,5.664687634
4402,,10504,Ga West,NA,NA
4403,,40106,Shama Ahanta East,NA,NA
4404,ELOHIM INDUSTRIAL SKILLS TRAINING CENTRE,9010501,Ga East (Abokobi),-0.241145879,5.721142769
4405,,21406,Manya Krobo,NA,NA
4406,,60707,Techiman Municipal,NA,NA
4407,"670206 - NCHUMURUMAN PENTECOST SEC. SCH, CHINDERI, KRACHI",70206,Hohoe,0.466238558,7.030594826
4408,,20408,Akwapim North,NA,NA
4409,"TEMA HIGH SCHOOL, TEMA",10214,Tema,-0.050088216,5.69031477
4410,,31208,Assin North,NA,NA
4411,,60504,Jaman North,NA,NA
4412,,9080603,West Mamprusi,NA,NA
4413,"YOUNG MEN CHRISTIAN ASSOC., ACCRA",9010106,Accra Metropolitan,-0.197115257,5.607395649
4414,,51205,Adansi South,NA,NA
4415,,20901,Kwahu North,NA,NA
4416,,51103,Asante Akim South,NA,NA
4417,,9080603,West Mamprusi,NA,NA
4418,,9070901,South Tongu,NA,NA
4419,,20405,Akwapim North,NA,NA
4420,,50105,Asokore Mampong Municipal,NA,NA
4421,,40102,Shama Ahanta East,NA,NA
4422,,30601,Awutu/Efutu/ Senya,NA,NA
4423,,50145,Kumasi Metro,NA,NA
4424,,21006,Kwahu South,NA,NA
4425,"921002 - ABETIFI TECH. INST., ABETIFI          ",9021002,Kwahu South (Mpraeso),-0.635528684,6.619226456
4426,,81101,Zabzugu Tatale,NA,NA
4427,,70804,North Tongu,NA,NA
4428,,50403,Amansie West,NA,NA
4429,,40903,Tarkwa Nsuaem*,NA,NA
4430,,80902,Cherponi Saboba,NA,NA
4431,,9080603,West Mamprusi,NA,NA
4432,,51802,Sekyere East,NA,NA
4433,"NEW JUABENG COLL. OF COMMERCE, KOFORIDUA",20107,New Juaben (Koforidua),-0.297512323,6.112612724
4434,,60607,Wenchi Municipal,NA,NA
4435,,20604,Birim South,NA,NA
4436,,9010113,ACCRA METRO,NA,NA
4437,"OUR LADY'S ADULT EDUC. CENTRE, KONONGO",9051001,Ahafo Ano South (Mankranso),-1.98917222,6.928771496
4438,,51101,Asante Akim South,NA,NA
4439,,30603,Awutu/Efutu/ Senya,NA,NA
4440,,80301,East Gonja,NA,NA
4441,,9020901,Kwahu North,NA,NA
4442,,70901,South Tongu,NA,NA
4443,,90504,Kasena-Nankani,NA,NA
4444,"TEMA INDUSTRIAL MISSON VTC, TEMA",9010202,Tema,-0.050088216,5.69031477
4445,,50603,Afigya Sekyere,NA,NA
4446,,41001,Aowin Suaman,NA,NA
4447,"ST. MONICA'S VOC. INST., APAM",9030501,Twifo Hemang (Twifo Praso),-1.55970335,5.572999477
4448,,50501,Sekyere West,NA,NA
4449,,41101,Mophor Wassa East,NA,NA
4450,,40701,Bibiani/Anhwiaso/ Bekwai,NA,NA
4451,,10517,Adentan Municipal,NA,NA
4452,,90406,,NA,NA
4453,"YOUNG MEN CHRISTIAN ASSOC., ACCRA     ",9010106,Accra Metropolitan,-0.197115257,5.607395649
4454,"EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA",50901,Ejura/Sekyedumase (Ejura),-1.367965341,7.462873936
4455,,30403,Abura/Asebu/ Kwaman,NA,NA
4456,"WA WOMEN'S TRG. CENTRE, WA        ",9100102,Wa Municipal,-2.285030365,10.03062153
4457,,10131,Accra Metro,NA,NA
4458,,20504,,NA,NA
4459,,30103,Cape Coast,NA,NA
4460,,10120,Accra Metro,NA,NA
4461,,30202,Edina/Komm/ Eguafo,NA,NA
4462,,21002,Kwahu South,NA,NA
4463,,40902,Wassa West,NA,NA
4464,,20901,Kwahu North,NA,NA
4465,,21005,Kwahu South,NA,NA
4466,,9070602,Kpando,NA,NA
4467,"650116 - ISLAMIC SECONDARY SCHOOL, KUMASI      ",50116,Kumasi Metro,-1.597187161,6.682059765
4468,,50135,Kumasi Metro,NA,NA
4469,,80205,Sawla/Tuna/ Kariba,NA,NA
4470,,9050104,KUMASI METRO,NA,NA
4471,COLLEGE OF ART & INDUSTRY     ,50118,Kumasi Metro,-1.597187161,6.682059765
4472,,30505,Gomoa,NA,NA
4473,,10146,Accra Metro,NA,NA
4474,,60403,Pru,NA,NA
4475,,60103,Sunyani Municipal,NA,NA
4476,"ADA TECH. INSTITUTE, ADA",9010301,Ga West (Amasaman),-0.397510529,5.664687634
4477,,9050101,Kumasi Metro,NA,NA
4478,,20805,Asuogyaman,NA,NA
4479,,30502,Gomoa,NA,NA
4480,,90502,Kasena-Nankani,NA,NA
4481,,40502,Amenfi East,NA,NA
4482,,10141,Accra Metro,NA,NA
4483,,9071001,Hohoe,NA,NA
4484,,9070901,South Tongu,NA,NA
4485,,50206,Atwima Nwabiagya,NA,NA
4486,,30402,Abura/Asebu/ Kwaman,NA,NA
4487,,70125,Adaklu-Anyigbe,NA,NA
4488,,30703,Ajumako/ Enyan/Esiam,NA,NA
4489,,100206,Lawra,NA,NA
4490,MADINA SNR. HIGH,10506,Ga East (Abokobi),-0.241145879,5.721142769
4491,,50803,Offinso,NA,NA
4492,"ST. JOSEPH SEMINARY/SENIOR HIGH SCH, MAMPONG",50504,Sekyere West (Mampong),-1.180076838,7.199564934
4493,,9010201,Tema,NA,NA
4494,,61204,Asutifi,NA,NA
4495,,71101,Jasikan,NA,NA
4496,,71106,Biakoye,NA,NA
4497,,50311,,NA,NA
4498,"COMBONI VOC. TECH. INST., SOGAKOPE",9070901,South Tongu (Sogakope),0.645589471,5.960537434
4499,,61101,Sene,NA,NA
4500,,90301,Builsa,NA,NA
4501,,90602,Bongo,NA,NA
4502,,9020901,Kwahu North,NA,NA
4503,,9070601,Kpando,NA,NA
4504,,70201,Krachi West,NA,NA
4505,,51004,Asante Akim North,NA,NA
4506,"KWASIBUOKROM VOC. TRG. CENTRE, JAPEKROM ",9060501,Techiman,-1.944841981,7.677614689
4507,,71101,Jasikan,NA,NA
4508,,60904,Nkoranza,NA,NA
4509,,30105,Cape Coast,NA,NA
4510,,51002,Asante Akim North,NA,NA
4511,,51804,Sekyere East,NA,NA
4512,,30907,Agona Swedru,NA,NA
4513,,60401,Pru,NA,NA
4514,"920101 - KOFORIDUA TECH. INST., KOFORIDUA         ",9020101,New Juaben (Koforidua),-0.297512323,6.112612724
4515,,20110,New Juaben,NA,NA
4516,,50502,Sekyere West,NA,NA
4517,,40401,Jomoro,NA,NA
4518,"BECHEM BUSINESS COLLEGE, BECHEM",9060202,Atebubu,-1.065201521,7.675590515
4519,,31101,Twifo Heman,NA,NA
4520,,30202,Edina/Komm/ Eguafo,NA,NA
4521,,40703,Bibiani/Anhwiaso/ Bekwai,NA,NA
4522,,70123,,NA,NA
4523,,9030101,Cape Coast,NA,NA
4524,,70805,North Tongu,NA,NA
4525,"TEMA HIGH SCHOOL, TEMA",10214,Tema,-0.050088216,5.69031477
4526,,61002,Dormaa,NA,NA
4527,"960202 - BECHEM BUSINESS COLLEGE, BECHEM       ",9060202,Atebubu,-1.065201521,7.675590515
4528,,30401,Abura/Asebu/ Kwaman,NA,NA
4529,,90403,Talensi Nabdam,NA,NA
4530,,9010119,ACCRA METRO,NA,NA
4531,,20108,New Juaben,NA,NA
4532,"ST JOSEPH'S TECH. COMM. COLL., KUMASI",50128,Kumasi Metro,-1.597187161,6.682059765
4533,,10122,Accra Metro,NA,NA
4534,,50703,Kwabre,NA,NA
4535,,31204,Assin North,NA,NA
4536,,30504,Gomoa,NA,NA
4537,"ASUANSI TECH. INST., ASUANSI",9030401,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591
4538,,60601,Wenchi Municipal,NA,NA
4539,,20801,Asuogyaman,NA,NA
4540,"OPOKU WARE GIRLS, KUMASI",9050106,Kumasi Metro,-1.597187161,6.682059765
4541,,60704,Techiman Municipal,NA,NA
4542,,21402,Yilo Krobo,NA,NA
4543,,51004,Asante Akim North,NA,NA
4544,,40307,Nzema East,NA,NA
4545,,51301,Adansi South,NA,NA
4546,,51203,Adansi North,NA,NA
4547,,51702,Bosomtwe,NA,NA
4548,,9060502,JAMAN NORTH,NA,NA
4549,,61203,Asutifi,NA,NA
4550,,10503,Ga South,NA,NA
4551,,51102,Asante Akim South,NA,NA
4552,,90202,Bawku West,NA,NA
4553,,61001,Dormaa,NA,NA
4554,,30608,,NA,NA
4555,,50502,Sekyere West,NA,NA
4556,,70801,North Tongu,NA,NA
4557,,21203,Fanteakwa,NA,NA
4558,,9100102,WA MUNICIPAL,NA,NA
4559,,21103,Kwaebibirem,NA,NA
4560,,9010124,LEKMA,NA,NA
4561,,31203,Assin South,NA,NA
4562,,20105,New Juaben,NA,NA
4563,,21004,Kwahu West Municipal,NA,NA
4564,,30104,Cape Coast,NA,NA
4565,,70605,Kpando,NA,NA
4566,"ACHIASE SENIOR HIGH SCHOOL, ACHIASE",20604,Birim South (Akim Oda),-0.969164491,5.864167213
4567,,21101,Kwaebibirem,NA,NA
4568,,20204,Suhum/Kraboa Coaltar,NA,NA
4569,"EP TRADES TRG. CENTRE, ALAVANYO         ",9071002,Ketu (Denu),1.032708645,6.111227512
4570,,50804,Offinso,NA,NA
4571,,90506,Kasena-Nankani,NA,NA
4572,,60107,Sunyani Municipal,NA,NA
4573,,9021002,Kwahu South,NA,NA
4574,910118 - ARS TECH. INST. KOTOBABI      ,9010118,Accra Metropolitan,-0.197115257,5.607395649
4575,,50304,Amansie East,NA,NA
4576,,30201,Edina/Komm/ Eguafo,NA,NA
4577,,21203,Fanteakwa,NA,NA
4578,ELIM SENIOR HIGH,10511,Ga East (Abokobi),-0.241145879,5.721142769
4579,ALMAKTOUN ISLAMIC SNR. HIGH,80112,Tamale,-0.784348249,9.383351326
4580,"ST. JOSEPH'S TECH. INST., KWAHU-TAFO",9021001,Kwahu South (Mpraeso),-0.635528684,6.619226456
4581,SAVIEFE SENIOR HIGH/AGRIC SCHOOL      ,70118,Ho Municipal,0.52614224,6.717607021
4582,,30703,Ajumako/ Enyan/Esiam,NA,NA
4583,,70708,Ketu North,NA,NA
4584,"DABOKPA TECH. INSTITUTE, TAMALE",9080103,Tamale,-0.784348249,9.383351326
4585,,10120,Accra Metro,NA,NA
4586,,60107,Sunyani Municipal,NA,NA
4587,,60702,Techiman Municipal,NA,NA
4588,,51101,Asante Akim South,NA,NA
4589,,80112,Tamale Metro,NA,NA
4590,,21403,Yilo Krobo,NA,NA
4591,"LARTEBIOKOSHIE PRESBY GIRLS VO,  LARTEBIOKOSHIE",9010115,Accra Metropolitan,-0.197115257,5.607395649
4592,,30302,Mfantsiman,NA,NA
4593,,80102,Tamale Metro,NA,NA
4594,,10114,Accra Metro,NA,NA
4595,,10513,,NA,NA
4596,,20401,Akwapim North,NA,NA
4597,,30104,Cape Coast,NA,NA
4598,,10504,Ga West,NA,NA
4599,,70114,Ho Municipal,NA,NA
4600,,9050102,Kumasi Metro,NA,NA
4601,,31003,Upper Denkyira,NA,NA
4602,,90103,Garu Tempani,NA,NA
4603,,9080703,Bole,NA,NA
4604,,51802,Sekyere East,NA,NA
4605,,60602,Tain,NA,NA
4606,,20606,Birim South,NA,NA
4607,,40111,Shama Ahanta East,NA,NA
4608,,21302,East Akim,NA,NA
4609,,9090101,Bawku East,NA,NA
4610,,10117,Accra Metro,NA,NA
4611,"BOSOME SECONDARY/TECHNICAL SCH., ASIWA",50305,Amansie East (Bekwai),-1.37072885,6.383360863
4612,,9070901,South Tongu,NA,NA
4613,,20104,New Juaben,NA,NA
4614,,81301,Savelugu-Nanton,NA,NA
4615,,51601,Ejisu Juaben,NA,NA
4616,,40202,Ahanta West,NA,NA
4617,,10119,Accra Metro,NA,NA
4618,"921002 - ABETIFI TECH. INST., ABETIFI          ",9021002,Kwahu South (Mpraeso),-0.635528684,6.619226456
4619,,71009,Hohoe,NA,NA
4620,,9050192,KUMASI METRO,NA,NA
4621,,10121,Accra Metro,NA,NA
4622,,51501,Ahafo Ano South,NA,NA
4623,,70508,Keta,NA,NA
4624,,9010123,ACCRA METRO,NA,NA
4625,,51701,Bosomtwe/Atwima/ Kwanwoma,NA,NA
4626,,10121,Accra Metro,NA,NA
4627,,80202,West Gonja,NA,NA
4628,,30701,Ajumako/ Enyan/Esiam,NA,NA
4629,,60601,Wenchi Municipal,NA,NA
4630,"950101 - KUMASI TECH. INST., KUMASI             ",9050101,Kumasi Metro,-1.597187161,6.682059765
4631,,60205,Tano North,NA,NA
4632,,20203,Suhum/Kraboa Coaltar,NA,NA
4633,,9070101,Ho West,NA,NA
4634,,70202,Krachi West,NA,NA
4635,,20103,New Juaben,NA,NA
4636,,30406,Abura/Asebu/ Kwaman,NA,NA
4637,,10131,Accra Metro,NA,NA
4638,,30503,Gomoa,NA,NA
4639,,70603,South Dayi,NA,NA
4640,,21003,Kwahu South,NA,NA
4641,,80502,Bunkrupgu-Yunguo,NA,NA
4642,"940103 - GLADMOND VOC. INSTUTITE, SEKONDI       ",9040103,Shama/Ahanta/East (Sekondi/Takoradi),-1.623654723,5.081101418
4643,,70701,Ketu,NA,NA
4644,"971001 - HAVE TECH. INST., HAVE              ",9071001,Hohoe,0.466238558,7.030594826
4645,,20703,Birim North,NA,NA
4646,,9070901,South Tongu,NA,NA
4647,"GNTC TECH. INSTITUTE, OSU-ACCRA",9010105,Accra Metropolitan,-0.197115257,5.607395649
4648,,60104,Sunyani Municipal,NA,NA
4649,,30606,Awutu/Efutu/ Senya,NA,NA
4650,,60205,Tano North,NA,NA
4651,,81202,Tolon Kumbungu,NA,NA
4652,,50605,Afigya Sekyere,NA,NA
4653,,61304,Asunafo South,NA,NA
4654,,20403,Akwapim North,NA,NA
4655,,51501,Ahafo Ano South,NA,NA
4656,,10502,Ga East,NA,NA
4657,,21303,East Akim,NA,NA
4658,,9030401,Abura/Asebu/ Kwaman,NA,NA
4659,,30603,Awutu/Efutu/ Senya,NA,NA
4660,,21002,Kwahu South,NA,NA
4661,,40109,Shama Ahanta East,NA,NA
4662,"INST. OF CATERING & HOME ECOS., MAMPROBI-ACCRA",9010110,Accra Metropolitan,-0.197115257,5.607395649
4663,,80105,Tamale Metro,NA,NA
4664,,61302,Asunafo North,NA,NA
4665,,50902,Ejura/Sekyedumase,NA,NA
4666,,60202,Tano South,NA,NA
4667,,81101,Zabzugu Tatale,NA,NA
4668,,9030301,MFANTSIMAN,NA,NA
4669,,21009,Kwahu South,NA,NA
4670,,60611,Wenchi Municipal,NA,NA
4671,,9000201,Nadowli,NA,NA
4672,,51005,,NA,NA
4673,,100104,Wa West,NA,NA
4674,AKOSOMBO INTERNATIONAL SCHOOL ,20806,Suhum/Kraboa/Coaltar,-0.474989742,5.944515228
4675,PIINA SENIOR HIGH SCH,100303,Jirapa/Lambusie (Jirapa),-2.583322525,10.69203472
4676,,80501,East Mamprusi,NA,NA
4677,,80101,Tamale Metro,NA,NA
4678,,20804,Asuogyaman,NA,NA
4679,,51204,Obuasi Municipal,NA,NA
4680,,70802,North Tongu,NA,NA
4681,,71101,Jasikan,NA,NA
4682,,51402,Ahafo Ano North,NA,NA
4683,,70709,Ketu North,NA,NA
4684,,20805,Asuogyaman,NA,NA
4685,910104 - NATIONAL TECH. ENGINEERING COL. KANESHIE,9010104,Accra Metropolitan,-0.197115257,5.607395649
4686,"980103 - DABOKPA TECH. INSTITUTE, TAMALE        ",9080103,Tamale,-0.784348249,9.383351326
4687,,10405,Dangme West,NA,NA
4688,,20604,Birim South,NA,NA
4689,KOLEGE HIGH SCHOOL,10149,Accra Metropolitan,-0.197115257,5.607395649
4690,SEVEN GREAT PRINCESS SENIOR HIGH SCHOOL,10145,Accra Metropolitan,-0.197115257,5.607395649
4691,,51401,Ahafo Ano North,NA,NA
4692,,90103,Garu Tempani,NA,NA
4693,,20608,Birim South,NA,NA
4694,"ESIAMA SENIOR HIGH./TECH. SCHOOL, ESIAMA",40303,Nzema East (Axim),-2.311802149,5.141225815
4695,"KWASIBUOKROM VOC. TRG. CENTRE, JAPEKROM",9060501,Techiman,-1.944841981,7.677614689
4696,,9010301,Dangme East,NA,NA
4697,,31003,Upper Denkyira,NA,NA
4698,,50157,,NA,NA
4699,,70108,Adaklu-Anyigbe,NA,NA
4700,,51203,Adansi North,NA,NA
4701,,80301,East Gonja,NA,NA
4702,910118 - ARS TECH. INST. KOTOBABI      ,9010118,Accra Metropolitan,-0.197115257,5.607395649
4703,,41101,Mophor Wassa East,NA,NA
4704,,10115,Accra Metro,NA,NA
4705,,30302,Mfantsiman,NA,NA
4706,,70707,Ketu-South,NA,NA
4707,,50504,Sekyere West,NA,NA
4708,,40702,Bibiani/Anhwiaso/ Bekwai,NA,NA
4709,"ADVENTIST SENIOR HIGH SCHOOL, TAMALE",80111,Tamale,-0.784348249,9.383351326
4710,"NANDOM TECH. INST., NANDOM            ",9100201,Nadowli,-2.427624464,10.36250973
4711,,70707,,NA,NA
4712,,50901,Ejura/Sekyedumase,NA,NA
4713,"SERWAA NYARKO GIRLS' SENIOR HIGH., KUMASI",50139,Kumasi Metro,-1.597187161,6.682059765
4714,"NCHUMURUMAN PENTECOST SENIOR HIGH. SCH, CHINDERI, KRACHI",70206,Hohoe,0.466238558,7.030594826
4715,"TOP ACCOUNTANCY SCH. & SENIOR HIGHRETARYSHIP, ACCRA",10143,Accra Metropolitan,-0.197115257,5.607395649
4716,ST. ANNE'S AENIOR HIGH,80203,East Dagomba (Yendi),-0.200845063,9.35213089
4717,,80110,Tamale Metro,NA,NA
4718,,100402,Sisala East,NA,NA
4719,"CITY SENIOR HIGH BUSINESS SCH., KPEHE",10125,Accra Metropolitan,-0.197115257,5.607395649
4720,,60103,Sunyani Municipal,NA,NA
4721,,60101,Sunyani Municipal,NA,NA
4722,CITY EDUCATIONAL COMPLEX KSI  ,50132,Kumasi Metro,-1.597187161,6.682059765
4723,"990101 - BAWKU TECH. INST., BAWKU             ",9090101,Bawku East (Bawku),-0.18813774,11.03635216
4724,,51701,Bosomtwe/Atwima/ Kwanwoma,NA,NA
4725,"970901- COMBONI VOC. TECH. INST., SOGAKOPE     ",9070901,South Tongu (Sogakope),0.645589471,5.960537434
4726,GYASE COMM. DAY SENIOR HIGH. SCHOOL   ,31207,Upper Denkyira (Dunkwa-On-Offin),-1.867448211,5.957923412
4727,,40303,Nzema East,NA,NA
4728,,70803,North Tongu,NA,NA
4729,"ST. PAUL TECH. SCHOOL, KUKURANTUMI          ",9021301,East Akim (Kibi),-0.454344213,6.178557873
4730,,9021501,MANYA KROBO,NA,NA
4731,,10107,Accra Metro,NA,NA
4732,,20704,Birim North,NA,NA
4733,,20403,Akwapim North,NA,NA
4734,,9020501,WEST AKIM,NA,NA
4735,"930401 - ASUANSI TECH. INST., ASUANSI           ",9030401,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591
4736,PAMPAWIE SENIOR HIGH SCHOOL,71204,Kadjebi,0.496497512,7.721589088
4737,,50501,Sekyere West,NA,NA
4738,"YOUNG WOMEN'S CHRISTIAN ASSOC., ACCRA",9010114,Accra Metropolitan,-0.197115257,5.607395649
4739,,80303,East Gonja,NA,NA
4740,,30503,Gomoa,NA,NA
4741,,10121,Accra Metro,NA,NA
4742,,9100101,Wa Municipal,NA,NA
4743,,20608,Birim South,NA,NA
4744,,20701,Birim North,NA,NA
4745,,9010102,Accra Metro,NA,NA
4746,RAMSEYER VOC. INST. KUMASI,9050107,Kumasi Metro,-1.597187161,6.682059765
4747,,9071003,Hohoe,NA,NA
4748,"910102 - SACRED HEART TECH. INSTITUTE, ACCRA  ",9010102,Accra Metropolitan,-0.197115257,5.607395649
4749,,30402,Abura/Asebu/ Kwaman,NA,NA
4750,,20704,Birim North,NA,NA
4751,,70703,Ketu,NA,NA
4752,,10145,Accra Metro,NA,NA
4753,ACCRA WESLEY GIRLS HIGH,10148,Accra Metropolitan,-0.197115257,5.607395649
4754,,21306,East Akim,NA,NA
4755,"PRESBY SENIOR HIGH. COMM SCHOOL, NUNGUA",10126,Accra Metropolitan,-0.197115257,5.607395649
4756,"PENTECOST SENIOR HIGH. SCHOOL, KOFORIDUA",20108,New Juaben (Koforidua),-0.297512323,6.112612724
4757,"ST JOSEPH'S TECH. COMM. COLL., KUMASI",50128,Kumasi Metro,-1.597187161,6.682059765
4758,,100401,Sisala East,NA,NA
4759,,10301,Dangme East,NA,NA
4760,"670117 - ABUTIA COMM. SNR. SEC SCHOOL, ABUTIA-HO",70117,Ho Municipal,0.52614224,6.717607021
4761,,20804,Asuogyaman,NA,NA
4762,,21008,Kwahu South,NA,NA
4763,,9050101,Kumasi Metro,NA,NA
4764,,70705,Ketu North,NA,NA
4765,"EP TRADES TRG. CENTRE, ALAVANYO",9071002,Ketu (Denu),1.032708645,6.111227512
4766,,20409,Akwapim North,NA,NA
4767,,10160,,NA,NA
4768,"NORMAL TECH. TRG. CENTRE, KOFORIDUA      ",9020103,New Juaben (Koforidua),-0.297512323,6.112612724
4769,,50304,Amansie East,NA,NA
4770,,30406,Abura/Asebu/ Kwaman,NA,NA
4771,,60206,Tano North,NA,NA
4772,,60704,Techiman Municipal,NA,NA
4773,,60701,Techiman Municipal,NA,NA
4774,,50301,Amansie East,NA,NA
4775,"KINGS HIGH COLLEGE, KUMASI",50121,Kumasi Metro,-1.597187161,6.682059765
4776,,10215,,NA,NA
4777,"SOMANYA SENIOR HIGH/TECHNICAL. SCH, SOMANYA",21403,Yilo Krobo (Somanya),-0.18159321,6.186355114
4778,ANGEL EDUC. COMPLEX SNR. HIGH,50141,Kumasi Metro,-1.597187161,6.682059765
4779,"OUR LADY'S ADULT EDUC. CENTRE, KONONGO",9051001,Ahafo Ano South (Mankranso),-1.98917222,6.928771496
4780,,40115,,NA,NA
4781,CORPUS CHRISTI SENIOR HIGH,10218,Accra Metropolitan,-0.197115257,5.607395649
4782,,51202,Obuasi Municipal,NA,NA
4783,,9080103,Tamale Metro,NA,NA
4784,,50159,,NA,NA
4785,,9090401,Bolgatanga,NA,NA
4786,"ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA",30402,Abura/Asebu/Kwamankese (Abura Dunkwa),-1.197088361,5.130000591
4787,,100302,Jirapa/ Lambussie,NA,NA
4788,,90502,,NA,NA
4789,,50602,Afigya Sekyere,NA,NA
4790,,40801,Juaboso,NA,NA
4791,"910116 - EVANGELICAL CHURCH OF GHANA VTC, ACCRA",9010116,Accra Metropolitan,-0.197115257,5.607395649
4792,,30602,Awutu/Efutu/ Senya,NA,NA
4793,,20105,New Juaben,NA,NA
4794,,20201,Suhum/Kraboa Coaltar,NA,NA
4795,,10301,Dangme East,NA,NA
4796,,51607,,NA,NA
4797,,10221,Ashaiman Municipal,NA,NA
